Tag_ID,Timestamp_ms,Anchor_ID,Raw_Distance_m,Filtered_Distance_m,Signal_Power_dBm,Anchor_Status
1,39325,4,9.5196,9.9949,-81.83,1
1,39331,5,4.2883,4.8105,-76.89,1
1,39416,1,2.5336,2.1492,-81.99,1
1,39422,2,10.5096,10.4134,-89.28,1
1,39428,3,11.3869,11.6119,-88.20,1
1,39435,4,9.4727,9.8796,-81.51,1
1,39441,5,4.1804,4.6715,-77.08,1
1,39511,1,2.6555,2.2610,-82.07,1
1,39517,2,10.4579,10.4232,-89.28,1
1,39524,3,11.4526,11.5768,-87.77,1
1,39530,4,9.3695,9.7670,-81.59,1
1,39536,5,4.0584,4.5362,-79.36,1
1,39605,1,2.7822,2.3760,-81.52,1
1,40200,3,11.3775,11.5328,-90.20,1
1,40207,4,8.5765,9.5043,-81.67,1
1,40213,5,3.2889,4.2609,-76.08,1
1,40244,1,3.4766,2.6189,-83.72,1
1,40839,3,11.6919,11.5679,-88.24,1
1,40846,4,7.8024,9.1287,-83.08,1
1,40852,5,2.5476,3.8828,-75.26,1
1,40912,1,4.2554,2.9801,-81.83,1
1,40918,2,10.8520,10.5179,-88.99,1
1,40925,3,11.5652,11.5673,-88.91,1
